Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,78,23
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,77,24
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,76,25
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,75,26
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,74,27
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,73,28
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,72,29
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,71,30
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,70,31
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,69,32
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,68,33
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,67,34
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,66,35
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,65,36
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,64,37
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,63,38
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,62,39
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,61,40
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,60,41
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,59,42
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,58,43
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,57,44
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,56,45
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,55,46
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,54,47
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,53,48
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,52,49
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,51,50
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,50,51
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,49,52
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,48,53
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,47,54
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,46,55
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,45,56
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,44,57
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,43,58
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,42,59
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,41,60
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,40,61
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,39,62
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,38,63
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,37,64
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,36,65
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,35,66
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,34,67
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,33,68
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,32,69
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,31,70
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,30,71
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,29,72
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,28,73
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,27,74
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,26,75
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,25,76
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,24,77
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,23,78
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,22,79
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,21,80
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,20,81
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,19,82
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,18,83
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,17,84
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,16,85
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,15,86
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,14,87
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,13,88
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,12,89
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,11,90
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,10,91
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,9,92
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,8,93
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,7,94
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,6,95
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,5,96
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,4,97
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,3,98
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,2,99
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,1,100
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,200,1
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,199,2
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,198,3
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,197,4
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,196,5
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,195,6
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,194,7
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,193,8
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,192,9
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,191,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,190,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,189,12
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,188,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,187,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,186,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,185,16
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,184,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,183,18
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,182,19
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,181,20
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,180,21
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,179,22
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,178,23
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,177,24
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,176,25
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,175,26
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,174,27
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,173,28
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,172,29
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,171,30
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,170,31
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,169,32
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,168,33
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,167,34
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,166,35
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,165,36
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,164,37
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,163,38
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,162,39
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,161,40
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,160,41
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,159,42
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,158,43
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,157,44
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,156,45
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,155,46
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,154,47
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,153,48
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,152,49
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,151,50
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,150,51
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,149,52
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,148,53
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,147,54
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,146,55
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,145,56
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,144,57
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,143,58
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,142,59
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,141,60
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,140,61
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,139,62
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,138,63
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,137,64
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,136,65
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,135,66
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,134,67
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,133,68
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,132,69
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,131,70
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,130,71
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,129,72
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,128,73
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,127,74
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,126,75
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,125,76
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,124,77
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,123,78
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,122,79
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,121,80
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,120,81
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,119,82
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,118,83
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,117,84
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,116,85
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,115,86
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,114,87
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,113,88
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,112,89
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,111,90
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,110,91
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,109,92
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,108,93
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,107,94
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,106,95
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,105,96
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,104,97
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,103,98
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,102,99
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,101,100
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,100,1
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,99,2
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,98,3
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,97,4
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,96,5
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,95,6
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,94,7
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,93,8
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,92,9
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,91,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,90,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,89,12
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,88,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,87,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,86,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,85,16
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,84,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,83,18
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,82,19
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,81,20
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,80,21
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,79,22
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,78,23
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,77,24
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,76,25
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,75,26
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,74,27
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,73,28
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,72,29
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,71,30
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,70,31
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,69,32
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,68,33
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,67,34
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,66,35
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,65,36
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,64,37
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,63,38
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,62,39
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,61,40
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,60,41
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,59,42
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,58,43
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,57,44
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,56,45
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,55,46
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,54,47
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,53,48
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,52,49
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,51,50
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,50,51
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,49,52
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,48,53
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,47,54
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,46,55
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,45,56
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,44,57
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,43,58
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,42,59
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,41,60
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,40,61
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,39,62
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,38,63
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,37,64
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,36,65
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,35,66
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,34,67
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,33,68
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,32,69
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,31,70
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,30,71
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,29,72
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,28,73
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,27,74
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,26,75
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,25,76
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,24,77
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,23,78
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,22,79
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,21,80
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,20,81
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,19,82
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,18,83
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,17,84
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,16,85
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,15,86
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,14,87
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,13,88
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,12,89
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,11,90
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,10,91
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,9,92
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,8,93
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,7,94
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,6,95
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,5,96
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,4,97
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,3,98
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,2,99
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,1,100
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,200,1
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,199,2
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,198,3
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,197,4
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,196,5
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,195,6
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,194,7
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,193,8
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,192,9
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,191,10
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,190,11
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,189,12
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,188,13
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,187,14
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,186,15
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,185,16
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,184,17
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,183,18
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,182,19
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,181,20
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,180,21
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,179,22
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,178,23
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,177,24
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,176,25
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,175,26
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,174,27
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,173,28
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,172,29
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,171,30
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,170,31
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,169,32
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,168,33
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,167,34
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,166,35
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,165,36
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,164,37
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,163,38
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,162,39
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,161,40
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,160,41
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,159,42
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,158,43
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,157,44
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,156,45
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,155,46
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,154,47
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,153,48
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,152,49
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,151,50
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,150,51
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,149,52
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,148,53
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,147,54
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,146,55
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,145,56
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,144,57
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,143,58
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,142,59
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,141,60
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,140,61
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,139,62
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,138,63
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,137,64
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,136,65
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,135,66
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,134,67
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,133,68
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,132,69
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,131,70
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,130,71
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,129,72
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,128,73
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,127,74
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,126,75
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,125,76
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,124,77
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,123,78
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,122,79
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,121,80
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,120,81
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,119,82
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,118,83
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,117,84
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,116,85
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,115,86
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,114,87
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,113,88
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,112,89
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,111,90
2012,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,110,91
